"
Twente
","
AZ
"
Starting XI
1,N. Marsman,[],1,S. Rochet,[]
28,J. van der Lely,[],23,D. Luckassen,[]
2,H. ter Avest,[],2,M. Johansson,[]
3,J. Andersen,[],30,S. Wuytens,[]
25,P. Bijen,"[('yellow-card', ""79'"")]",6,B. Rienstra,[]
43,M. Klich,[],20,M. Seuntjens,"[('sub-out', ""79'"")]"
22,K. Mokotjo,[],22,T. Ouwejan,"[('yellow-card', ""34'"")]"
23,J. van der Heyden,"[('sub-out', ""61'"")]",9,W. Weghorst,[]
11,D. Seys,"[('yellow-card', ""61'""), ('sub-out', ""82'"")]",11,M. Tankovic,"[('yellow-card', ""11'""), ('sub-out', ""70'"")]"
10,B. Celina,[],21,R. Mühren,"[('sub-out', ""65'"")]"
17,E. Ünal,[],7,A. Jahanbakhsh,[]
