"
West Ham United
","
Crystal Palace
"
Starting XI
1,D. Randolph,[],13,W. Hennessey,[]
3,A. Cresswell,[],5,J. Tomkins,[]
2,W. Reid,[],6,S. Dann,[]
19,J. Collins,[],27,D. Delaney,[]
21,A. Ogbonna,"[('sub-out', ""46'"")]",2,J. Ward,"[('yellow-card', ""90'+"")]"
10,M. Lanzini,"[('yellow-card', ""87'""), ('sub-out', ""87'"")]",7,Y. Cabaye,[]
7,S. Feghouli,[],10,A. Townsend,"[('sub-out', ""70'"")]"
16,M. Noble,"[('yellow-card', ""34'"")]",42,J. Puncheon,[]
30,M. Antonio,"[('sub-out', ""89'"")]",18,J. McArthur,"[('sub-out', ""70'"")]"
14,Pedro Obiang,[],16,J. Ledley,"[('yellow-card', ""38'""), ('sub-out', ""81'"")]"
9,A. Carroll,"[('yellow-card', ""42'"")]",17,C. Benteke,[]
