"
Tigres UANL
","
América
"
Starting XI
22,E. Palos,[],1,A. Marchesín,[]
3,Juninho,[],282,E. Álvarez,"[('yellow-card', ""3'"")]"
6,Jorge Torres,[],18,B. Valdez,[]
4,H. Ayala,[],15,O. Mares,"[('yellow-card', ""33'""), ('sub-out', ""46'"")]"
19,G. Pizarro,"[('yellow-card', ""7'""), ('sub-out', ""87'"")]",12,Pablo Aguilar,[]
8,L. Zelarrayán,[],6,M. Samudio,[]
29,J. Dueñas,[],2,P. Goltz,[]
20,J. Aquino,"[('sub-out', ""88'"")]",30,R. Ibarra,"[('yellow-card', ""35'""), ('sub-out', ""73'"")]"
18,I. Sosa,"[('sub-out', ""84'"")]",7,William da Silva,[]
10,A. Gignac,[],24,O. Peralta,"[('sub-out', ""65'"")]"
25,J. Damm,[],31,C. Quintero,[]
