"
Espanyol
","
Leganés
"
Starting XI
13,Diego López,[],13,Serantes,"[('sub-out', ""30'"")]"
29,Aaron Martín,[],5,M. Mantovani,"[('yellow-card', ""47'""), ('sub-out', ""77'"")]"
23,D. Reyes,[],17,Víctor Díaz,"[('yellow-card', ""16'"")]"
9,José Antonio Reyes,"[('sub-out', ""46'"")]",18,Pablo Ínsua,[]
14,José Jurado,"[('yellow-card', ""68'"")]",3,Bustinza,[]
18,Javi Fuego,[],19,Unai López,[]
15,David López,[],6,Alberto,[]
4,Víctor Sánchez,[],8,Gabriel,[]
11,Léo Baptistão,"[('sub-out', ""70'"")]",23,Omar Ramos,[]
19,P. Piatti,[],24,Timor,[]
7,Gerard Moreno,"[('sub-out', ""85'"")]",20,Luciano,"[('sub-out', ""76'"")]"
