"
Deportivo La Coruña
","
Villarreal
"
Starting XI
13,P. Tytoń,[],1,Sergio Asenjo,[]
16,Luisinho,[],12,Álvaro González,[]
3,Fernando Navarro,[],3,José Ángel,[]
12,Sidnei,[],2,Mario Gaspar,[]
14,Alejandro Arribas,[],6,Víctor Ruíz,[]
15,Laure,[],21,Bruno,[]
20,Guilherme,[],19,Samu Castillejo,[]
22,C. Borges,[],8,J. dos Santos,[]
8,E. Çolak,[],14,Trigueros,"[('yellow-card', ""79'"")]"
10,F. Andone,"[('sub-out', ""83'"")]",24,R. Borré,"[('sub-out', ""68'"")]"
9,M. Moreno,"[('sub-out', ""76'"")]",10,Alexandre Pato,"[('sub-out', ""85'"")]"
