"
Crotone
","
Cagliari
"
Starting XI
1,A. Cordaz,[],28,Gabriel,[]
17,F. Ceccherini,[],2,Bruno Alves,[]
22,A. Rosi,"[('yellow-card', ""51'"")]",19,F. Pisacane,[]
3,Claiton,[],29,N. Murru,[]
87,B. Martella,[],4,D. Dessena,"[('sub-out', ""67'"")]"
18,A. Barberis,"[('yellow-card', ""89'"")]",3,M. Isla,[]
27,B. Acosty,"[('yellow-card', ""59'""), ('sub-out', ""60'"")]",18,N. Barella,"[('yellow-card', ""61'"")]"
8,L. Crisetig,[],21,A. Ioniţă,[]
12,A. Stoian,"[('sub-out', ""85'"")]",20,S. Padoin,"[('sub-out', ""54'"")]"
29,M. Trotta,"[('sub-out', ""68'"")]",10,João Pedro ,[]
11,D. Falcinelli,[],25,M. Sau,"[('sub-out', ""76'"")]"
