"
Freiburg
","
Borussia Dortmund
"
Starting XI
1,A. Schwolow,[],38,R. Bürki,[]
3,Torrejón,[],26,Ł. Piszczek,[]
30,C. Günter,[],37,E. Durm,[]
4,C. Söyüncü,[],5,Bartra,[]
17,L. Kübler,"[('sub-out', ""85'"")]",13,Raphaël Guerreiro,[]
32,V. Grifo,[],25,S. Papastathopoulos,[]
27,N. Höfler,[],33,J. Weigl,[]
8,M. Frantz,[],27,G. Castro,[]
11,O. Bulut,"[('sub-out', ""24'"")]",7,O. Dembélé,"[('sub-out', ""76'"")]"
26,M. Philipp,"[('yellow-card', ""67'"")]",17,P. Aubameyang,"[('sub-out', ""81'"")]"
18,N. Petersen,"[('sub-out', ""64'"")]",11,M. Reus,"[('sub-out', ""82'"")]"
