"
Arsenal
","
Crystal Palace
"
Starting XI
33,P. Čech,[],13,W. Hennessey,[]
18,Nacho Monreal,"[('yellow-card', ""83'"")]",5,J. Tomkins,"[('yellow-card', ""90'"")]"
5,Gabriel Paulista,[],34,M. Kelly,[]
24,Bellerín,[],6,S. Dann,[]
6,L. Koscielny,[],2,J. Ward,[]
35,Mohamed Elneny,"[('sub-out', ""72'"")]",11,W. Zaha,[]
29,G. Xhaka,[],42,J. Puncheon,[]
9,Lucas Pérez,"[('sub-out', ""72'"")]",7,Y. Cabaye,"[('sub-out', ""65'"")]"
12,O. Giroud,[],4,M. Flamini,[]
7,A. Sánchez,[],10,A. Townsend,"[('sub-out', ""71'"")]"
17,A. Iwobi,"[('sub-out', ""77'"")]",17,C. Benteke,"[('sub-out', ""77'"")]"
