"
Tottenham Hotspur
","
Middlesbrough
"
Starting XI
1,H. Lloris,[],26,Víctor Valdés,[]
33,B. Davies,[],6,B. Gibson,[]
2,K. Walker,[],2,Fábio,[]
4,T. Alderweireld,[],25,C. Chambers,[]
23,C. Eriksen,[],5,B. Espinosa,[]
15,E. Dier,[],8,A. Clayton,[]
20,D. Alli,"[('sub-out', ""88'"")]",34,A. Forshaw,"[('sub-out', ""62'"")]"
19,M. Dembélé,[],19,S. Downing,"[('sub-out', ""62'"")]"
12,V. Wanyama,[],37,Adama Traoré,"[('sub-out', ""79'"")]"
10,H. Kane,"[('sub-out', ""90'+"")]",14,M. de Roon,"[('yellow-card', ""38'"")]"
7,Heung-Min Son,"[('sub-out', ""81'"")]",10,Álvaro Negredo,[]
