"
Werder Bremen
","
Borussia M'gladbach
"
Starting XI
42,F. Wiedwald,[],1,Y. Sommer,[]
4,R. Bauer,"[('yellow-card', ""73'"")]",17,O. Wendt,[]
26,L. Sané,[],4,J. Vestergaard,[]
18,N. Moisander,[],3,A. Christensen,[]
2,S. García,"[('sub-out', ""46'"")]",24,T. Jantschke,"[('yellow-card', ""60'"")]"
6,T. Delaney,"[('yellow-card', ""65'"")]",7,P. Herrmann,"[('sub-out', ""71'"")]"
13,M. Veljkovic,"[('sub-out', ""46'"")]",6,C. Kramer,[]
29,S. Gnabry,"[('sub-out', ""80'"")]",8,M. Dahoud,"[('sub-out', ""85'"")]"
22,F. Bartels,[],19,F. Johnson,[]
16,Z. Junuzović,[],10,T. Hazard,[]
10,M. Kruse,[],28,A. Hahn,"[('sub-out', ""80'"")]"
