"
Napoli
","
Palermo
"
Starting XI
25,Pepe Reina,[],1,J. Posavec,[]
31,F. Ghoulam,[],97,G. Pezzella,[]
2,E. Hysaj,[],3,A. Rispoli,[]
19,N. Maksimović,[],6,E. Goldaniga,"[('red-card', ""89'"")]"
33,Albiol,[],12,G. González,"[('yellow-card', ""90'+"")]"
17,M. Hamšík,[],18,I. Chochev,[]
5,Allan,"[('sub-out', ""54'"")]",21,R. Quaison,"[('yellow-card', ""23'""), ('sub-out', ""88'"")]"
8,Jorginho,"[('sub-out', ""63'"")]",25,Bruno Henrique,"[('yellow-card', ""32'"")]"
7,José Callejón,[],28,M. Jajalo,"[('yellow-card', ""65'"")]"
24,L. Insigne,[],8,A. Trajkovski,"[('sub-out', ""60'"")]"
14,D. Mertens,[],30,I. Nestorovski,"[('sub-out', ""90'+"")]"
