"
Atlético Madrid
","
Barcelona
"
Starting XI
13,J. Oblak,[],1,M. ter Stegen,[]
15,S. Savić,"[('yellow-card', ""65'"")]",23,S. Umtiti,[]
2,D. Godín,[],24,J. Mathieu,"[('sub-out', ""77'"")]"
16,Š. Vrsaljko,[],3,Piqué,[]
3,Filipe Luis,[],5,Busquets,"[('yellow-card', ""55'"")]"
14,Gabi,"[('yellow-card', ""73'"")]",20,Sergi Roberto,"[('sub-out', ""85'"")]"
10,Y. Carrasco,"[('sub-out', ""68'"")]",8,Iniesta,"[('sub-out', ""71'"")]"
6,Koke,[],12,Rafinha,[]
8,Saúl,"[('yellow-card', ""56'"")]",10,L. Messi,"[('yellow-card', ""82'"")]"
7,A. Griezmann,[],11,Neymar,[]
21,K. Gameiro,"[('sub-out', ""72'"")]",9,L. Suárez,[]
