"
PSG
","
Nice
"
Starting XI
16,A. Areola,[],30,Y. Cardinale,[]
20,L. Kurzawa,"[('yellow-card', ""41'"")]",2,A. Souquet,[]
19,S. Aurier,[],31,Dante,[]
5,Marquinhos,[],21,Ricardo Pereira,[]
2,Thiago Silva,[],29,Dalbert Henrique,"[('sub-out', ""49'"")]"
8,T. Motta,"[('yellow-card', ""77'"")]",32,M. Sarr,"[('yellow-card', ""11'"")]"
11,Á. di María,"[('sub-out', ""82'"")]",5,Y. Belhanda,"[('yellow-card', ""90'+"")]"
14,B. Matuidi,[],18,R. Walter,"[('sub-out', ""90'"")]"
4,G. Krychowiak,"[('sub-out', ""46'"")]",6,J. Seri,[]
6,M. Verratti,"[('sub-out', ""75'"")]",25,W. Cyprien,[]
9,E. Cavani,[],14,A. Plea,"[('sub-out', ""75'"")]"
