"
Celta de Vigo
","
Sevilla
"
Starting XI
13,Rubén Blanco,[],1,Sergio Rico,[]
24,F. Roncaglia,[],23,A. Rami,[]
20,Sergi Gómez,[],24,G. Mercado,[]
22,G. Cabral,[],21,N. Pareja,"[('sub-out', ""46'"")]"
19,Jonny Castro,[],3,Mariano,"[('yellow-card', ""48'"")]"
14,F. Orellana,[],15,S. N'Zonzi,[]
8,P. Hernández,"[('yellow-card', ""79'"")]",10,S. Nasri,[]
18,D. Wass,"[('sub-out', ""74'"")]",20,Vitolo,"[('yellow-card', ""55'"")]"
5,M. Díaz,[],17,Pablo Sarabia,[]
11,P. Sisto,"[('sub-out', ""66'"")]",22,F. Vázquez,"[('yellow-card', ""52'""), ('sub-out', ""76'"")]"
10,Iago Aspas,"[('yellow-card', ""41'"")]",12,W. Ben Yedder,"[('sub-out', ""81'"")]"
