"
Augsburg
","
Hoffenheim
"
Starting XI
35,M. Hitz,[],1,O. Baumann,[]
31,P. Max,[],25,N. Süle,"[('yellow-card', ""36'"")]"
2,P. Verhaegh,[],21,B. Hübner,[]
36,M. Hinteregger,[],22,K. Vogt,[]
6,J. Gouweleeuw,[],30,P. Ochs,"[('yellow-card', ""21'""), ('sub-out', ""46'"")]"
3,K. Stafylidis,"[('yellow-card', ""10'""), ('sub-out', ""64'"")]",6,S. Rudy,[]
19,Ja-Cheol Koo,"[('yellow-card', ""39'""), ('sub-out', ""46'"")]",13,K. Demirbay,"[('yellow-card', ""15'""), ('sub-out', ""74'"")]"
14,J. Morávek,"[('sub-out', ""74'"")]",18,N. Amiri,"[('sub-out', ""87'"")]"
11,J. Schmid,[],17,S. Zuber,[]
10,D. Baier,[],19,M. Uth,[]
22,Dong-Won Ji,[],14,S. Wagner,[]
