"
Guadalajara
","
Tijuana
"
Starting XI
30,R. Cota,[],25,G. Lajud,"[('yellow-card', ""90'"")]"
3,C. Salcido,[],6,J. Valenzuela,[]
6,Edwin Hernández,"[('sub-out', ""80'"")]",15,D. Pérez,[]
2,O. Alanís,[],16,M. Orozco,[]
20,R. Pizarro,"[('yellow-card', ""32'"")]",19,E. Aguilera,"[('sub-out', ""30'"")]"
10,E. López,[],8,J. Corona,[]
7,O. Pineda,[],5,G. Rodríguez,"[('yellow-card', ""23'"")]"
25,M. Pérez,[],18,A. Hurtado,[]
14,Á. Zaldívar,"[('sub-out', ""86'"")]",10,I. Malcorra,"[('yellow-card', ""62'""), ('sub-out', ""72'"")]"
17,J. Sánchez,"[('sub-out', ""77'"")]",20,P. Arriola,[]
9,A. Pulido,[],9,M. Caraglio,"[('sub-out', ""76'"")]"
