"
Twente
","
Willem II
"
Starting XI
1,N. Marsman,[],1,K. Lamprou,[]
25,P. Bijen,[],29,D. Lachman,[]
2,H. ter Avest,[],5,D. Koppers,"[('sub-out', ""73'"")]"
28,J. van der Lely,[],4,J. Peters,[]
5,S. Thesker,[],24,G. Joppen,[]
7,C. Ede,"[('sub-out', ""79'"")]",26,K. Tshimanga,[]
22,K. Mokotjo,[],6,F. Ojo,[]
19,F. Jensen,"[('sub-out', ""67'"")]",20,A. Kali,[]
43,M. Klich,[],10,E. Falkenburg,[]
17,E. Ünal,[],14,J. Croux,"[('sub-out', ""83'"")]"
10,B. Celina,[],9,Fran Sol,"[('sub-out', ""58'"")]"
