"
Darmstadt 98
","
Borussia M'gladbach
"
Starting XI
31,M. Esser,[],1,Y. Sommer,[]
32,F. Holland,[],4,J. Vestergaard,[]
17,S. Sirigu,[],3,A. Christensen,[]
4,A. Sulu,[],24,T. Jantschke,"[('yellow-card', ""59'"")]"
3,A. Milosevic,[],17,O. Wendt,[]
2,L. Guwara,[],8,M. Dahoud,[]
10,J. Rosenthal,"[('sub-out', ""70'"")]",23,J. Hofmann,"[('sub-out', ""70'"")]"
20,M. Heller,[],6,C. Kramer,[]
8,J. Gondorf,[],11,Raffael,"[('sub-out', ""80'"")]"
6,M. Vrančić,"[('sub-out', ""82'"")]",13,L. Stindl,[]
16,A. Colak,"[('sub-out', ""89'"")]",10,T. Hazard,[]
