"
Middlesbrough
","
Oxford United
"
Starting XI
12,B. Guzan,[],1,S. Eastwood,[]
25,C. Chambers,"[('yellow-card', ""71'"")]",33,C. Dunkley,[]
5,B. Espinosa,[],16,P. Edwards,[]
4,Daniel Ayala,"[('yellow-card', ""62'"")]",5,C. Nelson,[]
2,Fábio,[],28,M. Johnson,"[('yellow-card', ""90'+"")]"
19,S. Downing,[],4,J. Lundstram,[]
37,Adama Traoré,"[('sub-out', ""72'"")]",23,R. Ledson,"[('yellow-card', ""76'"")]"
7,G. Leadbitter,[],7,Toni Martínez,"[('sub-out', ""85'"")]"
8,A. Clayton,[],19,R. Hall,[]
29,R. Gestede,"[('sub-out', ""86'"")]",10,C. Maguire,[]
11,V. Fischer,"[('sub-out', ""72'"")]",15,K. Hemmings,"[('sub-out', ""67'"")]"
