"
Roda JC
","
Excelsior"
Starting XI
1,B. van Leer,[],25,W. Hahn,[]
5,A. van Peppen,"[('sub-out', ""74'"")]",5,B. Kuipers,[]
27,F. Ananou,"[('sub-out', ""66'"")]",30,J. de Wijs,[]
2,M. Milec,[],15,J. Mattheij,"[('red-card', ""18'"")]"
3,C. Kum,[],2,K. Karami,[]
14,A. Ajagun,"[('yellow-card', ""90'"")]",18,K. Vermeulen,"[('sub-out', ""68'"")]"
7,T. Van Hyfte,[],12,Jeffry Fortes,[]
8,A. Auassar,[],24,H. Faik,[]
9,D. Schahin,"[('yellow-card', ""34'""), ('sub-out', ""58'"")]",7,N. Hasselbaink,[]
19,M. Paulissen,[],17,Fredy,"[('sub-out', ""68'"")]"
17,M. Rosheuvel,[],9,T. Ondaan,"[('sub-out', ""26'"")]"
