"
Sevilla
","
Deportivo La Coruña
"
Starting XI
1,Sergio Rico,[],1,G. Lux,[]
18,Sergio Escudero,"[('yellow-card', ""27'"")]",14,Alejandro Arribas,"[('yellow-card', ""60'"")]"
21,N. Pareja,[],16,Luisinho,"[('yellow-card', ""26'"")]"
24,G. Mercado,[],12,Sidnei,[]
3,Mariano,[],8,E. Çolak,"[('sub-out', ""72'"")]"
17,Pablo Sarabia,[],2,Juanfran,"[('sub-out', ""12'"")]"
11,J. Correa,"[('sub-out', ""65'"")]",20,Guilherme,[]
15,S. N'Zonzi,"[('sub-out', ""74'"")]",22,C. Borges,[]
4,M. Kranevitter,"[('yellow-card', ""45'"")]",23,G. Kakuta,[]
22,F. Vázquez,"[('sub-out', ""76'"")]",7,Joselu,"[('yellow-card', ""87'"")]"
16,S. Jovetić,"[('yellow-card', ""67'"")]",9,M. Moreno,"[('sub-out', ""58'"")]"
