"
Metz
","
Nantes"
Starting XI
1,T. Didillon,[],1,R. Riou,[]
32,B. Assou-Ekotto,[],26,K. Djidji,"[('yellow-card', ""43'"")]"
2,F. Diagne,"[('sub-out', ""79'"")]",15,L. Dubois,[]
4,M. Biševac,[],3,Diego Carlos,[]
25,Iván,[],6,Lucas Lima,[]
6,S. Falette,[],27,G. Gillet,"[('yellow-card', ""56'"")]"
26,I. Sarr,[],28,V. Rongier,[]
24,R. Cohade,[],8,A. Thomasson,"[('sub-out', ""85'"")]"
14,G. Mandjeck,[],9,E. Sala,[]
11,O. N'Guette,"[('sub-out', ""65'"")]",18,M. Stępiński,"[('sub-out', ""46'"")]"
18,C. Diabaté,"[('yellow-card', ""34'"")]",20,F. Pardo,"[('sub-out', ""46'"")]"
