"
Tigres UANL
","
León
"
Starting XI
1,N. Guzmán,[],25,W. Yarbrough,[]
6,Jorge Torres,"[('sub-out', ""78'"")]",35,Juan González,"[('yellow-card', ""59'"")]"
3,Juninho,"[('yellow-card', ""54'"")]",24,O. Rodríguez,"[('yellow-card', ""84'"")]"
4,H. Ayala,[],15,C. Guzmán,[]
19,G. Pizarro,[],3,G. Burdisso,[]
8,L. Zelarrayán,"[('sub-out', ""76'"")]",23,J. Cornejo,[]
29,J. Dueñas,[],10,L. Montes,"[('sub-out', ""88'"")]"
28,L. Rodríguez,"[('sub-out', ""46'"")]",8,Elías Hernández,"[('sub-out', ""90'+"")]"
20,J. Aquino,[],11,A. Andrade,"[('yellow-card', ""38'"")]"
18,I. Sosa,[],27,C. Peña,"[('sub-out', ""69'"")]"
10,A. Gignac,[],26,C. Valdéz,[]
