"
Hull City
","
Crystal Palace
"
Starting XI
23,D. Marshall,[],13,W. Hennessey,[]
21,M. Dawson,[],27,D. Delaney,[]
5,H. Maguire,[],34,M. Kelly,"[('sub-out', ""80'"")]"
6,C. Davies,[],6,S. Dann,"[('yellow-card', ""26'"")]"
3,A. Robertson,[],2,J. Ward,[]
10,R. Snodgrass,"[('yellow-card', ""20'"")]",16,J. Ledley,[]
11,S. Clucas,"[('sub-out', ""90'+"")]",10,A. Townsend,"[('sub-out', ""46'"")]"
8,T. Huddlestone,[],11,W. Zaha,[]
27,Ahmed El Mohamady,"[('yellow-card', ""43'"")]",42,J. Puncheon,"[('yellow-card', ""46'"")]"
14,J. Livermore,[],18,J. McArthur,"[('yellow-card', ""45'+""), ('sub-out', ""71'"")]"
20,A. Diomande,[],17,C. Benteke,[]
