"
Sunderland
","
Southampton
"
Starting XI
1,V. Mannone,[],1,F. Forster,[]
16,J. O'Shea,"[('sub-out', ""46'"")]",2,Cédric Soares,[]
2,B. Jones,[],21,R. Bertrand,[]
4,J. Denayer,[],3,M. Yoshida,[]
3,B. Oviedo,[],24,J. Stephens,[]
23,L. Koné,[],22,N. Redmond,[]
7,S. Larsson,"[('sub-out', ""58'"")]",8,S. Davis,[]
44,A. Januzaj,[],11,D. Tadić,"[('sub-out', ""82'"")]"
17,D. Ndong,[],14,Oriol Romeu,[]
24,D. Gibson,"[('sub-out', ""81'"")]",16,J. Ward-Prowse,[]
18,J. Defoe,[],20,M. Gabbiadini,"[('sub-out', ""73'"")]"
