"
Lille
","
Angers SCO"
Starting XI
1,V. Enyeama,[],16,M. Michel,[]
25,M. Baša,[],8,I. Traoré,"[('yellow-card', ""24'""), ('sub-out', ""56'"")]"
23,A. Soumaoro,[],29,V. Manceau,[]
15,J. Palmieri,[],24,R. Thomas,[]
2,S. Corchia,[],28,I. Cissokho,[]
11,E. Bauthéac,"[('sub-out', ""72'"")]",15,P. Capelle,"[('sub-out', ""61'"")]"
26,F. Bahlouli,"[('sub-out', ""61'"")]",5,T. Mangani,[]
8,Xeka,[],17,C. N'Doye,[]
21,Y. Bissouma,"[('red-card', ""83'"")]",18,B. Santamaria,[]
12,N. de Préville,[],9,F. Diedhiou,"[('yellow-card', ""81'""), ('sub-out', ""82'"")]"
7,A. El Ghazi,"[('yellow-card', ""62'""), ('sub-out', ""79'"")]",22,J. Bamba,[]
