"
Borussia M'gladbach
","
Schalke 04
"
Starting XI
1,Y. Sommer,[],1,R. Fährmann,[]
4,J. Vestergaard,[],24,H. Badstuber,"[('sub-out', ""85'"")]"
24,T. Jantschke,[],31,M. Nastasić,"[('yellow-card', ""18'"")]"
3,A. Christensen,"[('sub-out', ""82'"")]",20,T. Kehrer,"[('yellow-card', ""85'"")]"
17,O. Wendt,[],4,B. Höwedes,[]
6,C. Kramer,"[('sub-out', ""46'"")]",8,L. Goretzka,[]
8,M. Dahoud,[],21,A. Schöpf,[]
7,P. Herrmann,"[('sub-out', ""65'"")]",10,N. Bentaleb,[]
19,F. Johnson,[],17,B. Stambouli,[]
13,L. Stindl,[],18,D. Caligiuri,"[('sub-out', ""72'"")]"
11,Raffael,[],19,G. Burgstaller,"[('sub-out', ""71'"")]"
